date,idea,trend_score,mentions,engagement,sentiment
2016-07-01,Sleep Optimization,17.44,538,123,0.615
2016-08-01,Sleep Optimization,15.19,411,103,0.638
2016-09-01,Sleep Optimization,14.76,420,134,0.589
2016-10-01,Sleep Optimization,19.73,668,174,0.601
2016-11-01,Sleep Optimization,20.29,461,296,0.53
2016-12-01,Sleep Optimization,19.69,468,257,0.51
2017-01-01,Sleep Optimization,22.55,678,269,0.48
2017-02-01,Sleep Optimization,17.21,485,183,0.433
2017-03-01,Sleep Optimization,24.69,509,185,0.494
2017-04-01,Sleep Optimization,17.8,429,264,0.579
2017-05-01,Sleep Optimization,18.3,470,172,0.612
2017-06-01,Sleep Optimization,16.89,419,118,0.567
2017-07-01,Sleep Optimization,21.66,447,226,0.317
2017-08-01,Sleep Optimization,22.32,752,310,0.789
2017-09-01,Sleep Optimization,26.24,809,367,0.73
2017-10-01,Sleep Optimization,26.23,680,160,0.653
2017-11-01,Sleep Optimization,22.75,669,318,0.829
2017-12-01,Sleep Optimization,25.99,863,219,0.483
2018-01-01,Sleep Optimization,26.89,535,171,0.827
2018-02-01,Sleep Optimization,23.84,522,325,0.484
2018-03-01,Sleep Optimization,27.39,739,377,0.629
2018-04-01,Sleep Optimization,29.19,919,332,0.447
2018-05-01,Sleep Optimization,36.97,670,413,0.602
2018-06-01,Sleep Optimization,34.41,1195,458,0.646
2018-07-01,Sleep Optimization,36.99,942,484,0.581
2018-08-01,Sleep Optimization,31.67,753,444,0.686
2018-09-01,Sleep Optimization,40.92,926,449,0.612
2018-10-01,Sleep Optimization,42.4,871,624,0.537
2018-11-01,Sleep Optimization,33.67,1056,504,0.532
2018-12-01,Sleep Optimization,38.72,1325,273,0.697
2019-01-01,Sleep Optimization,43.49,1076,593,0.522
2019-02-01,Sleep Optimization,45.27,1547,475,0.71
2019-03-01,Sleep Optimization,42.63,1361,404,0.747
2019-04-01,Sleep Optimization,45.08,1168,519,0.4
2019-05-01,Sleep Optimization,45.54,1334,296,0.736
2019-06-01,Sleep Optimization,49.0,1230,517,0.847
2019-07-01,Sleep Optimization,53.59,1462,742,0.63
2019-08-01,Sleep Optimization,49.02,908,388,0.672
2019-09-01,Sleep Optimization,55.67,1653,548,0.724
2019-10-01,Sleep Optimization,51.65,952,747,0.567
2019-11-01,Sleep Optimization,52.79,1679,520,0.622
2019-12-01,Sleep Optimization,59.12,1888,545,0.442
2020-01-01,Sleep Optimization,60.77,1316,606,0.617
2020-02-01,Sleep Optimization,61.39,1422,655,0.66
2020-03-01,Sleep Optimization,55.72,1444,651,0.662
2020-04-01,Sleep Optimization,59.1,1651,781,0.728
2020-05-01,Sleep Optimization,63.8,1437,642,0.507
2020-06-01,Sleep Optimization,62.29,1736,832,0.536
2020-07-01,Sleep Optimization,59.78,1358,646,0.827
2020-08-01,Sleep Optimization,65.21,1204,590,0.582
2020-09-01,Sleep Optimization,62.52,1097,745,0.624
2020-10-01,Sleep Optimization,70.88,1366,883,0.592
2020-11-01,Sleep Optimization,70.97,2226,782,0.501
2020-12-01,Sleep Optimization,68.98,2368,449,0.795
2021-01-01,Sleep Optimization,72.08,1800,543,0.537
2021-02-01,Sleep Optimization,68.37,1810,586,0.465
2021-03-01,Sleep Optimization,70.64,1418,604,0.546
2021-04-01,Sleep Optimization,72.95,1980,880,0.36
2021-05-01,Sleep Optimization,69.43,1391,428,0.522
2021-06-01,Sleep Optimization,68.1,1920,872,0.484
2021-07-01,Sleep Optimization,63.93,2163,536,0.674
2021-08-01,Sleep Optimization,68.97,1443,606,0.519
2021-09-01,Sleep Optimization,71.86,2219,773,0.707
2021-10-01,Sleep Optimization,72.4,1297,575,0.768
2021-11-01,Sleep Optimization,71.25,1715,995,0.694
2021-12-01,Sleep Optimization,68.29,1327,462,0.574
2022-01-01,Sleep Optimization,64.16,1518,642,0.617
2022-02-01,Sleep Optimization,68.78,1412,938,0.417
2022-03-01,Sleep Optimization,69.52,1671,802,0.584
2022-04-01,Sleep Optimization,69.67,1728,601,0.497
2022-05-01,Sleep Optimization,72.64,1653,711,0.683
2022-06-01,Sleep Optimization,76.91,2230,951,0.909
2022-07-01,Sleep Optimization,71.5,2401,1055,0.66
2022-08-01,Sleep Optimization,70.65,1732,992,0.361
2022-09-01,Sleep Optimization,70.7,1475,642,0.557
2022-10-01,Sleep Optimization,72.03,1602,1079,0.615
2022-11-01,Sleep Optimization,69.34,2250,418,0.61
2022-12-01,Sleep Optimization,72.36,1990,452,0.512
2013-01-01,Slow Living,12.74,316,152,0.473
2013-02-01,Slow Living,8.36,125,80,0.589
2013-03-01,Slow Living,9.33,212,69,0.782
2013-04-01,Slow Living,14.19,245,116,0.671
2013-05-01,Slow Living,9.29,202,62,0.586
2013-06-01,Slow Living,14.03,384,102,0.747
2013-07-01,Slow Living,8.39,221,79,0.55
2013-08-01,Slow Living,17.88,352,199,0.661
2013-09-01,Slow Living,10.34,187,63,0.628
2013-10-01,Slow Living,12.08,209,131,0.743
2013-11-01,Slow Living,13.83,297,78,0.461
2013-12-01,Slow Living,11.22,175,71,0.548
2014-01-01,Slow Living,13.43,291,68,0.453
2014-02-01,Slow Living,14.81,208,86,0.619
2014-03-01,Slow Living,16.05,297,183,0.795
2014-04-01,Slow Living,15.62,267,127,0.589
2014-05-01,Slow Living,12.82,354,69,0.589
2014-06-01,Slow Living,12.98,314,152,0.755
2014-07-01,Slow Living,20.55,388,229,0.778
2014-08-01,Slow Living,16.43,251,168,0.639
2014-09-01,Slow Living,10.9,231,126,0.732
2014-10-01,Slow Living,14.05,239,90,0.521
2014-11-01,Slow Living,12.83,276,139,0.815
2014-12-01,Slow Living,13.51,347,132,0.908
2015-01-01,Slow Living,10.31,233,114,0.713
2015-02-01,Slow Living,12.85,294,135,0.4
2015-03-01,Slow Living,19.6,423,143,0.583
2015-04-01,Slow Living,15.99,431,166,0.724
2015-05-01,Slow Living,6.86,186,46,0.599
2015-06-01,Slow Living,18.07,383,129,0.803
2015-07-01,Slow Living,17.77,325,99,0.721
2015-08-01,Slow Living,13.51,276,156,0.565
2015-09-01,Slow Living,16.82,279,116,0.654
2015-10-01,Slow Living,12.17,279,104,0.543
2015-11-01,Slow Living,13.42,282,102,0.628
2015-12-01,Slow Living,19.41,300,227,0.583
2016-01-01,Slow Living,14.18,238,102,0.791
2016-02-01,Slow Living,9.68,201,101,0.904
2016-03-01,Slow Living,15.39,407,169,0.478
2016-04-01,Slow Living,15.64,343,124,0.419
2016-05-01,Slow Living,19.76,465,149,0.621
2016-06-01,Slow Living,16.5,309,168,0.468
2016-07-01,Slow Living,15.49,341,176,0.656
2016-08-01,Slow Living,20.18,409,207,0.74
2016-09-01,Slow Living,17.7,411,114,0.829
2016-10-01,Slow Living,15.37,226,172,0.674
2016-11-01,Slow Living,21.38,447,162,0.627
2016-12-01,Slow Living,18.79,341,168,0.413
2017-01-01,Slow Living,18.51,344,200,0.653
2017-02-01,Slow Living,19.33,531,119,0.659
2017-03-01,Slow Living,15.87,263,166,0.727
2017-04-01,Slow Living,17.79,327,162,0.565
2017-05-01,Slow Living,19.68,416,221,0.598
2017-06-01,Slow Living,19.37,505,117,0.473
2017-07-01,Slow Living,24.07,477,188,0.375
2017-08-01,Slow Living,21.19,517,229,0.517
2017-09-01,Slow Living,23.4,608,116,0.462
2017-10-01,Slow Living,21.15,388,119,0.69
2017-11-01,Slow Living,24.59,479,293,0.588
2017-12-01,Slow Living,22.9,435,156,0.585
2018-01-01,Slow Living,22.04,566,261,0.532
2018-02-01,Slow Living,22.79,333,139,0.262
2018-03-01,Slow Living,20.8,381,154,0.831
2018-04-01,Slow Living,26.02,612,266,0.53
2018-05-01,Slow Living,25.21,553,240,0.601
2018-06-01,Slow Living,24.66,496,222,0.475
2018-07-01,Slow Living,30.32,654,261,0.767
2018-08-01,Slow Living,24.08,404,262,0.667
2018-09-01,Slow Living,27.4,549,178,0.551
2018-10-01,Slow Living,32.58,685,260,0.603
2018-11-01,Slow Living,31.28,833,185,0.851
2018-12-01,Slow Living,31.02,548,282,0.641
2019-01-01,Slow Living,32.75,856,216,0.628
2019-02-01,Slow Living,34.2,787,246,0.537
2019-03-01,Slow Living,30.78,440,252,0.423
2019-04-01,Slow Living,35.95,868,180,0.631
2019-05-01,Slow Living,43.52,631,238,0.689
2019-06-01,Slow Living,38.36,1073,374,0.782
2019-07-01,Slow Living,41.05,1076,324,0.38
2019-08-01,Slow Living,42.04,764,464,0.515
2019-09-01,Slow Living,45.07,793,442,0.58
2019-10-01,Slow Living,45.25,875,220,0.65
2019-11-01,Slow Living,50.13,952,463,0.633
2019-12-01,Slow Living,50.93,978,279,0.635
2020-01-01,Slow Living,54.32,1003,566,0.699
2020-02-01,Slow Living,49.51,1124,591,0.542
2020-03-01,Slow Living,52.31,853,451,0.762
2020-04-01,Slow Living,53.32,1378,518,0.702
2020-05-01,Slow Living,56.03,1422,365,0.612
2020-06-01,Slow Living,52.95,1095,421,0.842
2020-07-01,Slow Living,58.75,1524,644,0.837
2020-08-01,Slow Living,60.23,1052,362,0.762
2020-09-01,Slow Living,54.37,775,365,0.288
2020-10-01,Slow Living,56.53,1281,453,0.839
2020-11-01,Slow Living,57.07,1165,567,0.745
2020-12-01,Slow Living,67.23,1475,505,0.891
2021-01-01,Slow Living,58.71,1561,674,0.798
2021-02-01,Slow Living,65.12,1796,357,0.839
2021-03-01,Slow Living,56.37,1290,421,0.755
2021-04-01,Slow Living,57.29,1415,567,0.812
2021-05-01,Slow Living,58.29,884,375,0.889
2021-06-01,Slow Living,57.9,941,552,0.676
2021-07-01,Slow Living,59.72,1449,357,0.461
2021-08-01,Slow Living,58.48,1172,304,0.613
2021-09-01,Slow Living,58.24,1179,330,0.697
2021-10-01,Slow Living,64.26,1177,739,0.659
2021-11-01,Slow Living,64.54,1452,566,0.5
2021-12-01,Slow Living,63.8,1059,672,0.454
2022-01-01,Slow Living,62.62,1426,451,0.561
2022-02-01,Slow Living,61.41,1009,557,0.747
2022-03-01,Slow Living,59.73,890,500,0.84
2022-04-01,Slow Living,58.44,1089,679,0.76
2022-05-01,Slow Living,62.48,1077,636,0.777
2022-06-01,Slow Living,57.96,1533,583,0.64
2022-07-01,Slow Living,58.58,865,301,0.441
2022-08-01,Slow Living,65.11,1073,570,0.595
2022-09-01,Slow Living,67.44,1462,550,0.619
2022-10-01,Slow Living,63.01,1306,723,0.59
2022-11-01,Slow Living,65.23,955,434,0.657
2022-12-01,Slow Living,61.26,864,413,0.703
2013-01-01,Solipsism,7.17,35,8,0.273
2013-02-01,Solipsism,5.0,28,9,-0.008
2013-03-01,Solipsism,5.0,28,9,0.089
2013-04-01,Solipsism,6.54,34,10,-0.166
2013-05-01,Solipsism,8.15,37,15,-0.237
2013-06-01,Solipsism,5.0,24,7,0.151
2013-07-01,Solipsism,5.0,18,8,0.049
2013-08-01,Solipsism,6.05,28,6,0.191
2013-09-01,Solipsism,6.09,25,11,-0.115
2013-10-01,Solipsism,7.4,31,13,0.112
2013-11-01,Solipsism,8.23,41,8,0.274
2013-12-01,Solipsism,6.25,22,9,0.1
2014-01-01,Solipsism,10.11,37,22,0.083
2014-02-01,Solipsism,6.88,37,10,0.051
2014-03-01,Solipsism,5.77,17,9,-0.139
2014-04-01,Solipsism,5.0,21,11,0.213
2014-05-01,Solipsism,6.01,32,11,-0.023
2014-06-01,Solipsism,5.89,27,10,0.111
2014-07-01,Solipsism,8.52,37,17,-0.138
2014-08-01,Solipsism,7.56,26,16,-0.092
2014-09-01,Solipsism,5.0,19,8,0.222
2014-10-01,Solipsism,7.04,37,11,0.008
2014-11-01,Solipsism,8.08,35,11,0.224
2014-12-01,Solipsism,9.82,42,22,0.041
2015-01-01,Solipsism,8.58,26,16,-0.171
2015-02-01,Solipsism,8.36,24,8,0.157
2015-03-01,Solipsism,6.99,38,14,-0.021
2015-04-01,Solipsism,7.68,30,12,0.134
2015-05-01,Solipsism,9.43,42,9,0.053
2015-06-01,Solipsism,5.0,15,8,-0.135
2015-07-01,Solipsism,6.3,30,9,0.07
2015-08-01,Solipsism,5.49,30,11,0.314
2015-09-01,Solipsism,7.82,35,9,0.109
2015-10-01,Solipsism,9.56,30,19,0.043
2015-11-01,Solipsism,5.94,26,10,0.179
2015-12-01,Solipsism,5.0,25,5,0.075
2016-01-01,Solipsism,6.38,25,14,0.075
2016-02-01,Solipsism,9.06,48,14,-0.081
2016-03-01,Solipsism,8.34,39,11,0.078
2016-04-01,Solipsism,8.16,43,13,0.174
2016-05-01,Solipsism,6.77,31,14,-0.05
2016-06-01,Solipsism,5.0,16,7,0.221
2016-07-01,Solipsism,8.43,31,10,0.039
2016-08-01,Solipsism,5.76,19,6,-0.057
2016-09-01,Solipsism,11.83,63,15,0.17
2016-10-01,Solipsism,8.64,43,17,0.016
2016-11-01,Solipsism,6.37,30,10,0.141
2016-12-01,Solipsism,6.34,23,8,0.015
2017-01-01,Solipsism,7.41,25,8,0.043
2017-02-01,Solipsism,7.15,35,10,0.109
2017-03-01,Solipsism,9.9,41,21,0.085
2017-04-01,Solipsism,8.07,28,11,-0.189
2017-05-01,Solipsism,6.27,28,14,-0.085
2017-06-01,Solipsism,11.55,34,18,0.162
2017-07-01,Solipsism,7.9,29,9,0.034
2017-08-01,Solipsism,9.37,39,20,-0.013
2017-09-01,Solipsism,6.65,21,10,-0.113
2017-10-01,Solipsism,8.63,48,16,-0.08
2017-11-01,Solipsism,8.56,29,19,-0.193
2017-12-01,Solipsism,5.0,16,5,0.038
2018-01-01,Solipsism,12.03,41,12,-0.022
2018-02-01,Solipsism,10.62,53,20,-0.066
2018-03-01,Solipsism,7.27,29,9,0.042
2018-04-01,Solipsism,5.9,26,7,0.094
2018-05-01,Solipsism,8.83,25,8,0.301
2018-06-01,Solipsism,8.34,24,8,-0.131
2018-07-01,Solipsism,8.91,36,17,0.189
2018-08-01,Solipsism,8.62,44,9,0.167
2018-09-01,Solipsism,9.28,49,14,-0.043
2018-10-01,Solipsism,11.2,34,19,0.074
2018-11-01,Solipsism,9.48,41,14,-0.005
2018-12-01,Solipsism,6.27,34,6,0.072
2019-01-01,Solipsism,11.13,43,22,0.231
2019-02-01,Solipsism,11.72,60,11,0.123
2019-03-01,Solipsism,14.78,47,29,0.111
2019-04-01,Solipsism,6.26,34,13,-0.002
2019-05-01,Solipsism,9.03,44,13,-0.128
2019-06-01,Solipsism,5.0,27,8,0.025
2019-07-01,Solipsism,9.72,46,15,0.195
2019-08-01,Solipsism,7.55,29,11,-0.133
2019-09-01,Solipsism,12.52,68,26,-0.077
2019-10-01,Solipsism,7.16,26,15,0.065
2019-11-01,Solipsism,5.37,20,7,-0.068
2019-12-01,Solipsism,7.84,37,14,-0.045
2020-01-01,Solipsism,5.0,25,11,-0.001
2020-02-01,Solipsism,10.35,56,23,-0.114
2020-03-01,Solipsism,5.0,17,8,-0.067
2020-04-01,Solipsism,8.97,45,14,0.134
2020-05-01,Solipsism,5.0,24,6,-0.107
2020-06-01,Solipsism,8.34,25,18,-0.142
2020-07-01,Solipsism,12.3,48,13,-0.026
2020-08-01,Solipsism,9.77,35,16,0.138
2020-09-01,Solipsism,7.36,27,9,0.026
2020-10-01,Solipsism,9.06,50,12,-0.006
2020-11-01,Solipsism,9.19,42,13,0.055
2020-12-01,Solipsism,10.13,49,23,-0.159
2021-01-01,Solipsism,6.49,36,6,0.109
2021-02-01,Solipsism,10.44,40,18,0.096
2021-03-01,Solipsism,5.0,25,5,0.001
2021-04-01,Solipsism,8.06,32,9,0.171
2021-05-01,Solipsism,8.38,44,13,-0.085
2021-06-01,Solipsism,10.66,35,17,0.185
2021-07-01,Solipsism,9.47,52,12,0.069
2021-08-01,Solipsism,6.65,23,9,0.01
2021-09-01,Solipsism,7.52,28,8,0.048
2021-10-01,Solipsism,9.92,49,13,0.037
2021-11-01,Solipsism,9.4,37,21,0.196
2021-12-01,Solipsism,8.43,38,18,-0.079
2022-01-01,Solipsism,8.67,35,12,-0.042
2022-02-01,Solipsism,11.05,54,18,0.174
2022-03-01,Solipsism,8.66,30,18,-0.021
2022-04-01,Solipsism,9.55,28,9,0.158
2022-05-01,Solipsism,14.1,51,28,0.254
2022-06-01,Solipsism,6.95,29,15,0.002
2022-07-01,Solipsism,6.13,20,6,0.132
2022-08-01,Solipsism,11.43,43,13,-0.088
2022-09-01,Solipsism,8.54,33,19,0.141
2022-10-01,Solipsism,9.3,28,15,0.074
2022-11-01,Solipsism,8.4,37,8,0.107
2022-12-01,Solipsism,9.48,50,12,-0.027
2013-01-01,Space Commerce,5.83,101,23,0.523
2013-02-01,Space Commerce,11.47,211,75,0.503
2013-03-01,Space Commerce,13.7,219,123,0.394
2013-04-01,Space Commerce,5.0,79,27,0.356
2013-05-01,Space Commerce,5.4,92,29,0.515
2013-06-01,Space Commerce,5.69,102,25,0.502
2013-07-01,Space Commerce,11.2,158,81,0.526
2013-08-01,Space Commerce,13.38,187,95,0.537
2013-09-01,Space Commerce,5.29,71,22,0.487
2013-10-01,Space Commerce,12.84,209,79,0.525
2013-11-01,Space Commerce,6.54,93,47,0.448
2013-12-01,Space Commerce,9.74,158,61,0.733
2014-01-01,Space Commerce,5.0,74,36,0.454
2014-02-01,Space Commerce,8.5,164,68,0.505
2014-03-01,Space Commerce,8.6,97,63,0.463
2014-04-01,Space Commerce,8.05,133,56,0.461
2014-05-01,Space Commerce,10.22,169,84,0.553
2014-06-01,Space Commerce,6.11,89,52,0.538
2014-07-01,Space Commerce,6.55,98,37,0.495
2014-08-01,Space Commerce,10.58,200,48,0.516
2014-09-01,Space Commerce,13.36,180,107,0.464
2014-10-01,Space Commerce,9.33,183,44,0.598
2014-11-01,Space Commerce,10.98,219,95,0.797
2014-12-01,Space Commerce,11.81,205,44,0.445
2015-01-01,Space Commerce,12.09,225,104,0.597
2015-02-01,Space Commerce,6.81,115,46,0.555
2015-03-01,Space Commerce,7.4,119,58,0.63
2015-04-01,Space Commerce,7.73,160,44,0.634
2015-05-01,Space Commerce,15.65,211,140,0.575
2015-06-01,Space Commerce,11.46,139,55,0.545
2015-07-01,Space Commerce,11.39,154,57,0.498
2015-08-01,Space Commerce,11.17,189,43,0.458
2015-09-01,Space Commerce,6.17,77,54,0.538
2015-10-01,Space Commerce,16.01,321,97,0.396
2015-11-01,Space Commerce,11.7,173,85,0.479
2015-12-01,Space Commerce,12.5,243,91,0.683
2016-01-01,Space Commerce,5.1,67,42,0.562
2016-02-01,Space Commerce,12.81,177,92,0.657
2016-03-01,Space Commerce,9.46,105,63,0.726
2016-04-01,Space Commerce,6.63,88,49,0.529
2016-05-01,Space Commerce,7.81,122,60,0.575
2016-06-01,Space Commerce,6.94,142,32,0.514
2016-07-01,Space Commerce,6.95,101,29,0.452
2016-08-01,Space Commerce,11.05,190,44,0.436
2016-09-01,Space Commerce,9.77,147,55,0.651
2016-10-01,Space Commerce,12.0,132,75,0.575
2016-11-01,Space Commerce,16.09,254,111,0.772
2016-12-01,Space Commerce,10.74,120,94,0.667
2017-01-01,Space Commerce,5.0,99,27,0.462
2017-02-01,Space Commerce,10.54,194,81,0.651
2017-03-01,Space Commerce,14.91,216,96,0.513
2017-04-01,Space Commerce,11.14,192,53,0.696
2017-05-01,Space Commerce,16.05,187,111,0.492
2017-06-01,Space Commerce,12.89,230,114,0.424
2017-07-01,Space Commerce,6.09,116,26,0.455
2017-08-01,Space Commerce,12.0,229,76,0.461
2017-09-01,Space Commerce,12.62,170,49,0.449
2017-10-01,Space Commerce,15.04,200,80,0.481
2017-11-01,Space Commerce,17.33,277,120,0.653
2017-12-01,Space Commerce,14.66,303,119,0.766
2018-01-01,Space Commerce,13.32,269,100,0.39
2018-02-01,Space Commerce,14.53,207,89,0.702
2018-03-01,Space Commerce,12.5,234,106,0.493
2018-04-01,Space Commerce,9.11,184,48,0.592
2018-05-01,Space Commerce,14.12,187,108,0.352
2018-06-01,Space Commerce,15.6,300,96,0.613
2018-07-01,Space Commerce,11.39,152,96,0.309
2018-08-01,Space Commerce,19.48,275,154,0.588
2018-09-01,Space Commerce,19.02,239,161,0.581
2018-10-01,Space Commerce,12.38,196,59,0.573
2018-11-01,Space Commerce,21.1,408,152,0.462
2018-12-01,Space Commerce,16.58,266,126,0.616
2019-01-01,Space Commerce,15.66,185,119,0.597
2019-02-01,Space Commerce,21.82,287,138,0.525
2019-03-01,Space Commerce,19.01,312,70,0.631
2019-04-01,Space Commerce,25.45,423,128,0.539
2019-05-01,Space Commerce,17.77,294,95,0.613
2019-06-01,Space Commerce,15.72,178,129,0.535
2019-07-01,Space Commerce,20.66,380,168,0.576
2019-08-01,Space Commerce,24.45,490,102,0.619
2019-09-01,Space Commerce,19.89,315,174,0.502
2019-10-01,Space Commerce,19.26,348,88,0.402
2019-11-01,Space Commerce,24.52,493,143,0.583
2019-12-01,Space Commerce,20.03,345,95,0.693
2020-01-01,Space Commerce,25.92,456,214,0.586
2020-02-01,Space Commerce,25.06,453,192,0.588
2020-03-01,Space Commerce,28.65,379,158,0.545
2020-04-01,Space Commerce,24.1,400,175,0.639
2020-05-01,Space Commerce,33.23,643,153,0.528
2020-06-01,Space Commerce,29.87,406,169,0.496
2020-07-01,Space Commerce,33.79,673,190,0.683
2020-08-01,Space Commerce,35.46,603,173,0.486
2020-09-01,Space Commerce,30.19,451,252,0.657
2020-10-01,Space Commerce,37.4,637,272,0.683
2020-11-01,Space Commerce,31.56,465,161,0.618
2020-12-01,Space Commerce,32.81,633,161,0.4
2021-01-01,Space Commerce,43.89,683,162,0.553
2021-02-01,Space Commerce,41.77,834,229,0.526
2021-03-01,Space Commerce,45.09,715,291,0.49
2021-04-01,Space Commerce,38.19,666,195,0.567
2021-05-01,Space Commerce,40.05,840,296,0.642
2021-06-01,Space Commerce,41.76,503,243,0.495
2021-07-01,Space Commerce,40.57,740,215,0.529
2021-08-01,Space Commerce,38.81,464,336,0.521
2021-09-01,Space Commerce,38.79,749,195,0.69
2021-10-01,Space Commerce,42.55,713,245,0.519
2021-11-01,Space Commerce,39.15,797,222,0.402
2021-12-01,Space Commerce,39.5,774,194,0.361
2022-01-01,Space Commerce,44.4,501,212,0.594
2022-02-01,Space Commerce,43.37,518,227,0.459
2022-03-01,Space Commerce,46.9,788,388,0.63
2022-04-01,Space Commerce,43.25,689,335,0.39
2022-05-01,Space Commerce,43.21,530,314,0.485
2022-06-01,Space Commerce,46.66,553,283,0.39
2022-07-01,Space Commerce,43.39,713,275,0.602
2022-08-01,Space Commerce,44.29,488,223,0.628
2022-09-01,Space Commerce,44.84,882,179,0.591
2022-10-01,Space Commerce,46.5,882,251,0.42
2022-11-01,Space Commerce,52.88,991,332,0.461
2022-12-01,Space Commerce,43.87,468,172,0.578
2013-01-01,Stoicism,13.49,351,199,0.649
2013-02-01,Stoicism,11.67,423,184,0.648
2013-03-01,Stoicism,14.11,405,237,0.707
2013-04-01,Stoicism,16.82,577,182,0.553
2013-05-01,Stoicism,11.63,399,131,0.632
2013-06-01,Stoicism,11.71,378,96,0.513
2013-07-01,Stoicism,17.24,395,232,0.589
2013-08-01,Stoicism,14.89,574,113,0.534
2013-09-01,Stoicism,11.26,312,138,0.562
2013-10-01,Stoicism,14.38,358,188,0.621
2013-11-01,Stoicism,11.44,250,118,0.452
2013-12-01,Stoicism,11.52,385,156,0.801
2014-01-01,Stoicism,13.73,484,103,0.429
2014-02-01,Stoicism,7.34,157,56,0.404
2014-03-01,Stoicism,7.99,254,129,0.689
2014-04-01,Stoicism,11.56,298,128,0.645
2014-05-01,Stoicism,10.29,356,88,0.625
2014-06-01,Stoicism,14.36,354,184,0.625
2014-07-01,Stoicism,10.78,383,167,0.549
2014-08-01,Stoicism,9.35,272,89,0.442
2014-09-01,Stoicism,18.06,735,252,0.559
2014-10-01,Stoicism,13.07,312,106,0.469
2014-11-01,Stoicism,14.04,395,109,0.667
2014-12-01,Stoicism,9.64,225,125,0.532
2015-01-01,Stoicism,12.37,500,161,0.451
2015-02-01,Stoicism,14.42,568,203,0.511
2015-03-01,Stoicism,10.71,283,161,0.6
2015-04-01,Stoicism,15.38,536,273,0.482
2015-05-01,Stoicism,12.53,478,160,0.451
2015-06-01,Stoicism,13.54,442,145,0.579
2015-07-01,Stoicism,12.69,408,200,0.579
2015-08-01,Stoicism,20.14,525,204,0.489
2015-09-01,Stoicism,14.63,336,175,0.493
2015-10-01,Stoicism,11.58,461,93,0.578
2015-11-01,Stoicism,17.3,690,129,0.376
2015-12-01,Stoicism,11.25,386,198,0.381
2016-01-01,Stoicism,15.63,439,254,0.464
2016-02-01,Stoicism,9.95,282,146,0.524
2016-03-01,Stoicism,12.68,460,147,0.587
2016-04-01,Stoicism,18.09,721,164,0.727
2016-05-01,Stoicism,20.55,814,183,0.653
2016-06-01,Stoicism,19.68,736,195,0.531
2016-07-01,Stoicism,19.65,678,258,0.548
2016-08-01,Stoicism,19.93,454,297,0.43
2016-09-01,Stoicism,17.23,420,247,0.548
2016-10-01,Stoicism,20.34,811,208,0.515
2016-11-01,Stoicism,21.95,741,384,0.589
2016-12-01,Stoicism,27.34,579,415,0.451
2017-01-01,Stoicism,26.03,602,343,0.612
2017-02-01,Stoicism,20.54,718,284,0.734
2017-03-01,Stoicism,27.64,583,324,0.537
2017-04-01,Stoicism,26.34,642,260,0.598
2017-05-01,Stoicism,26.3,855,290,0.633
2017-06-01,Stoicism,31.0,1101,477,0.502
2017-07-01,Stoicism,33.09,1148,243,0.577
2017-08-01,Stoicism,33.63,865,284,0.552
2017-09-01,Stoicism,29.15,1048,224,0.562
2017-10-01,Stoicism,31.57,820,241,0.457
2017-11-01,Stoicism,34.33,955,564,0.553
2017-12-01,Stoicism,37.09,1360,549,0.61
2018-01-01,Stoicism,33.56,1163,414,0.724
2018-02-01,Stoicism,37.36,1451,308,0.665
2018-03-01,Stoicism,37.51,1306,469,0.808
2018-04-01,Stoicism,40.16,1323,495,0.458
2018-05-01,Stoicism,49.1,1128,445,0.655
2018-06-01,Stoicism,53.65,1541,638,0.572
2018-07-01,Stoicism,52.28,1389,601,0.813
2018-08-01,Stoicism,58.43,1526,809,0.453
2018-09-01,Stoicism,59.42,2462,835,0.449
2018-10-01,Stoicism,59.31,1735,456,0.478
2018-11-01,Stoicism,65.25,2593,734,0.295
2018-12-01,Stoicism,71.7,2456,1001,0.487
2019-01-01,Stoicism,69.89,2634,883,0.459
2019-02-01,Stoicism,75.94,2396,1249,0.568
2019-03-01,Stoicism,64.64,2141,925,0.591
2019-04-01,Stoicism,76.22,2389,683,0.775
2019-05-01,Stoicism,75.26,1889,599,0.664
2019-06-01,Stoicism,75.35,2726,1065,0.481
2019-07-01,Stoicism,77.78,2092,582,0.442
2019-08-01,Stoicism,72.79,1566,985,0.609
2019-09-01,Stoicism,79.34,2742,1377,0.392
2019-10-01,Stoicism,82.32,2035,1104,0.77
2019-11-01,Stoicism,86.93,3543,990,0.692
2019-12-01,Stoicism,82.2,3373,1163,0.494
2020-01-01,Stoicism,82.57,3320,1003,0.344
2020-02-01,Stoicism,82.91,2386,1086,0.712
2020-03-01,Stoicism,86.58,1846,1504,0.536
2020-04-01,Stoicism,84.24,3411,958,0.699
2020-05-01,Stoicism,81.08,2432,1425,0.359
2020-06-01,Stoicism,83.62,3454,1420,0.478
2020-07-01,Stoicism,81.79,3373,762,0.551
2020-08-01,Stoicism,83.82,3262,666,0.556
2020-09-01,Stoicism,78.23,2126,648,0.496
2020-10-01,Stoicism,78.77,2291,583,0.625
2020-11-01,Stoicism,77.99,3032,641,0.422
2020-12-01,Stoicism,74.19,2052,1081,0.533
2021-01-01,Stoicism,78.89,1937,629,0.564
2021-02-01,Stoicism,78.52,2567,836,0.612
2021-03-01,Stoicism,77.49,3151,1265,0.635
